InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562965,21790,VINTAGE SNAP CARDS,12,2011-08-11 10:45:00,0.85,18226.0,United Kingdom
562965,23078,ICE CREAM PEN LIP GLOSS ,24,2011-08-11 10:45:00,1.25,18226.0,United Kingdom
562967,20677,PINK POLKADOT BOWL,72,2011-08-11 10:54:00,1.06,16422.0,United Kingdom
562968,20725,LUNCH BAG RED RETROSPOT,10,2011-08-11 10:55:00,1.65,14291.0,United Kingdom
562980,22688,DOORMAT PEACE ON EARTH BLUE,2,2011-08-11 11:44:00,7.95,17686.0,United Kingdom
562984,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,2011-08-11 11:45:00,1.65,17841.0,United Kingdom
562984,22110,BIRD HOUSE HOT WATER BOTTLE,8,2011-08-11 11:45:00,2.55,17841.0,United Kingdom
562984,22384,LUNCH BAG PINK POLKADOT,10,2011-08-11 11:45:00,1.65,17841.0,United Kingdom
562999,22274,FELTCRAFT DOLL EMILY,6,2011-08-11 11:51:00,2.95,15117.0,United Kingdom
562999,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-08-11 11:51:00,0.65,15117.0,United Kingdom
563012,22210,WOOD STAMP SET BEST WISHES,3,2011-08-11 12:00:00,0.83,17284.0,United Kingdom
563016,22931,BAKING MOULD HEART WHITE CHOCOLATE,6,2011-08-11 12:44:00,2.55,15358.0,United Kingdom
563016,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-08-11 12:44:00,0.42,15358.0,United Kingdom
563016,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-08-11 12:44:00,2.95,15358.0,United Kingdom
563016,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-11 12:44:00,12.75,15358.0,United Kingdom
563020,21500,PINK POLKADOT WRAP ,25,2011-08-11 12:58:00,0.42,12428.0,Finland
563022,22979,PANTRY WASHING UP BRUSH,1,2011-08-11 13:34:00,1.45,17248.0,United Kingdom
563022,21936,RED RETROSPOT PICNIC BAG,2,2011-08-11 13:34:00,2.95,17248.0,United Kingdom
563023,21172,PARTY METAL SIGN ,12,2011-08-11 13:39:00,1.45,14639.0,United Kingdom
563024,22627,MINT KITCHEN SCALES,2,2011-08-11 13:41:00,8.5,14639.0,United Kingdom
563026,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-08-11 14:04:00,1.65,15747.0,United Kingdom
563026,23207,LUNCH BAG ALPHABET DESIGN,5,2011-08-11 14:04:00,1.65,15747.0,United Kingdom
563030,21135,VICTORIAN  METAL POSTCARD SPRING,8,2011-08-11 14:36:00,1.69,14834.0,United Kingdom
563034,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-11 14:53:00,2.08,17644.0,United Kingdom
563035,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-11 14:54:00,8.95,17790.0,United Kingdom
563037,22491,PACK OF 12 COLOURED PENCILS,12,2011-08-11 15:02:00,0.85,12362.0,Belgium
563037,22630,DOLLY GIRL LUNCH BOX,12,2011-08-11 15:02:00,1.95,12362.0,Belgium
563038,22998,TRAVEL CARD WALLET KEEP CALM,480,2011-08-11 15:05:00,0.36,16656.0,United Kingdom
563061,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-08-11 15:25:00,1.25,13588.0,United Kingdom
563062,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-11 15:25:00,1.25,17811.0,United Kingdom
563062,22659,LUNCH BOX I LOVE LONDON,2,2011-08-11 15:25:00,1.95,17811.0,United Kingdom
563076,22336,DOVE DECORATION PAINTED ZINC ,288,2011-08-11 16:12:00,0.55,14646.0,Netherlands
563076,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,2011-08-11 16:12:00,0.72,14646.0,Netherlands
563076,23110,PARISIENNE KEY CABINET ,16,2011-08-11 16:12:00,4.95,14646.0,Netherlands
563076,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2011-08-11 16:12:00,0.36,14646.0,Netherlands
563078,23203,JUMBO BAG VINTAGE DOILY ,10,2011-08-11 16:30:00,2.08,15955.0,United Kingdom
563078,23298,SPOTTY BUNTING,9,2011-08-11 16:30:00,4.95,15955.0,United Kingdom
563090,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-08-11 17:00:00,0.42,16186.0,United Kingdom
563093,22874,NUMBER TILE COTTAGE GARDEN 6,1,2011-08-11 17:28:00,4.13,,United Kingdom
563093,85099B,JUMBO BAG RED RETROSPOT,3,2011-08-11 17:28:00,4.13,,United Kingdom
563093,23206,LUNCH BAG APPLE DESIGN,1,2011-08-11 17:28:00,4.13,,United Kingdom
563093,21880,RED RETROSPOT TAPE,4,2011-08-11 17:28:00,0.42,,United Kingdom
563093,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-11 17:28:00,4.13,,United Kingdom
563096,20677,PINK POLKADOT BOWL,8,2011-08-12 09:10:00,1.25,15544.0,United Kingdom
563096,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-12 09:10:00,1.65,15544.0,United Kingdom
563096,22332,SKULLS PARTY BAG + STICKER SET,8,2011-08-12 09:10:00,1.65,15544.0,United Kingdom
563097,22984,CARD GINGHAM ROSE ,12,2011-08-12 09:11:00,0.42,17642.0,United Kingdom
563098,22963,JAM JAR WITH GREEN LID,12,2011-08-12 09:14:00,0.85,14911.0,EIRE
563098,22978,PANTRY ROLLING PIN,12,2011-08-12 09:14:00,3.75,14911.0,EIRE
563100,47566,PARTY BUNTING,4,2011-08-12 09:57:00,4.95,12381.0,Norway
563100,22630,DOLLY GIRL LUNCH BOX,12,2011-08-12 09:57:00,1.95,12381.0,Norway
563100,23163,REGENCY SUGAR TONGS,8,2011-08-12 09:57:00,2.49,12381.0,Norway
563100,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-12 09:57:00,0.83,12381.0,Norway
563100,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-08-12 09:57:00,3.95,12381.0,Norway
563110,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-08-12 11:07:00,1.69,14849.0,United Kingdom
563110,84991,60 TEATIME FAIRY CAKE CASES,24,2011-08-12 11:07:00,0.55,14849.0,United Kingdom
563112,22898,CHILDRENS APRON APPLES DESIGN,8,2011-08-12 11:09:00,1.95,14849.0,United Kingdom
563112,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-08-12 11:09:00,2.1,14849.0,United Kingdom
563112,22551,PLASTERS IN TIN SPACEBOY,12,2011-08-12 11:09:00,1.65,14849.0,United Kingdom
563147,23332,IVORY WICKER HEART LARGE,12,2011-08-12 11:29:00,1.65,13695.0,United Kingdom
563155,21239,PINK  POLKADOT CUP,10,2011-08-12 11:48:00,0.85,13069.0,United Kingdom
563161,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,2011-08-12 12:15:00,1.25,14790.0,United Kingdom
563162,22681,FRENCH BLUE METAL DOOR SIGN 6,20,2011-08-12 12:15:00,1.25,16013.0,United Kingdom
563164,23132,SMALL IVORY HEART WALL ORGANISER,60,2011-08-12 12:18:00,4.95,16013.0,United Kingdom
563168,21499,BLUE POLKADOT WRAP,25,2011-08-12 12:41:00,0.42,16045.0,United Kingdom
563168,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-08-12 12:41:00,0.42,16045.0,United Kingdom
563169,22381,TOY TIDY PINK POLKADOT,5,2011-08-12 12:42:00,2.1,14911.0,EIRE
563169,48187,DOORMAT NEW ENGLAND,2,2011-08-12 12:42:00,7.95,14911.0,EIRE
563170,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-08-12 12:44:00,6.95,18237.0,United Kingdom
563171,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-12 12:46:00,0.85,16317.0,United Kingdom
563174,22621,TRADITIONAL KNITTING NANCY,12,2011-08-12 13:40:00,1.65,16746.0,United Kingdom
563177,22929,SCHOOL DESK AND CHAIR ,1,2011-08-12 14:03:00,65.0,17293.0,United Kingdom
563178,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-08-12 14:12:00,4.95,16011.0,United Kingdom
563178,23035,DRAWER KNOB CERAMIC IVORY,6,2011-08-12 14:12:00,1.45,16011.0,United Kingdom
563178,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2011-08-12 14:12:00,1.65,16011.0,United Kingdom
563178,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,2011-08-12 14:12:00,1.65,16011.0,United Kingdom
563180,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-08-12 14:25:00,1.25,16209.0,United Kingdom
A563187,B,Adjust bad debt,1,2011-08-12 14:52:00,-11062.06,,United Kingdom
563189,22859,EASTER TIN BUNNY BOUQUET,6,2011-08-12 15:22:00,1.65,12682.0,France
563193,23298,SPOTTY BUNTING,2,2011-08-12 16:30:00,10.79,,United Kingdom
563193,22100,SKULLS SQUARE TISSUE BOX,3,2011-08-12 16:30:00,0.39,,United Kingdom
563193,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,2011-08-12 16:30:00,7.46,,United Kingdom
563193,90052,CRACKED GLAZE NECKLACE BROWN,1,2011-08-12 16:30:00,7.07,,United Kingdom
563193,48129,DOORMAT TOPIARY,1,2011-08-12 16:30:00,15.79,,United Kingdom
563193,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4,2011-08-12 16:30:00,3.29,,United Kingdom
563193,21231,SWEETHEART CERAMIC TRINKET BOX,1,2011-08-12 16:30:00,2.46,,United Kingdom
563194,84356,POMPOM CURTAIN,2,2011-08-12 16:36:00,6.95,17858.0,United Kingdom
563195,20963,APPLE BATH SPONGE,1,2011-08-12 16:36:00,2.46,,United Kingdom
563195,85131D,BEADED CRYSTAL HEART PINK ON STICK,4,2011-08-12 16:36:00,0.83,,United Kingdom
563195,23295,SET OF 12 MINI LOAF BAKING CASES,1,2011-08-12 16:36:00,2.46,,United Kingdom
563195,22979,PANTRY WASHING UP BRUSH,1,2011-08-12 16:36:00,3.29,,United Kingdom
563195,22713,CARD I LOVE LONDON ,1,2011-08-12 16:36:00,0.83,,United Kingdom
563195,22880,NUMBER TILE VINTAGE FONT 1,1,2011-08-12 16:36:00,4.13,,United Kingdom
563195,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-08-12 16:36:00,4.96,,United Kingdom
563195,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-08-12 16:36:00,2.46,,United Kingdom
563195,23360,SET 8 CANDLES VINTAGE DOILY,1,2011-08-12 16:36:00,4.13,,United Kingdom
563200,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-08-14 10:49:00,7.95,13838.0,United Kingdom
563200,21901,"KEY FOB , BACK DOOR ",1,2011-08-14 10:49:00,0.65,13838.0,United Kingdom
563200,22493,PAINT YOUR OWN CANVAS SET,2,2011-08-14 10:49:00,1.65,13838.0,United Kingdom
563200,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,2011-08-14 10:49:00,3.75,13838.0,United Kingdom
563201,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-08-14 10:52:00,0.42,13838.0,United Kingdom
563203,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-08-14 11:31:00,6.75,16525.0,United Kingdom
563205,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-08-14 12:03:00,2.95,14040.0,United Kingdom
563209,23329,DECORATIVE WICKER HEART LARGE,6,2011-08-14 12:23:00,1.65,13527.0,United Kingdom
563209,23329,DECORATIVE WICKER HEART LARGE,4,2011-08-14 12:23:00,1.65,13527.0,United Kingdom
563210,21535,RED RETROSPOT SMALL MILK JUG,6,2011-08-14 12:27:00,2.55,16466.0,United Kingdom
563211,23207,LUNCH BAG ALPHABET DESIGN,10,2011-08-14 12:33:00,1.65,17049.0,United Kingdom
563211,48111,DOORMAT 3 SMILEY CATS,2,2011-08-14 12:33:00,7.95,17049.0,United Kingdom
563213,21668,RED STRIPE CERAMIC DRAWER KNOB,6,2011-08-14 12:55:00,1.25,16115.0,United Kingdom
563213,21498,RED RETROSPOT WRAP ,25,2011-08-14 12:55:00,0.42,16115.0,United Kingdom
563213,23322,LARGE WHITE HEART OF WICKER,5,2011-08-14 12:55:00,2.95,16115.0,United Kingdom
563213,20971,PINK BLUE FELT CRAFT TRINKET BOX,5,2011-08-14 12:55:00,1.25,16115.0,United Kingdom
563214,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-08-14 12:56:00,1.65,16370.0,United Kingdom
563214,85099F,JUMBO BAG STRAWBERRY,3,2011-08-14 12:56:00,2.08,16370.0,United Kingdom
563216,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-08-14 13:14:00,2.08,17841.0,United Kingdom
563227,23077,DOUGHNUT LIP GLOSS ,40,2011-08-14 15:33:00,1.25,14301.0,United Kingdom
563228,23315,IVORY REFECTORY CLOCK,1,2011-08-14 15:34:00,9.95,17988.0,United Kingdom
563230,22754,SMALL RED BABUSHKA NOTEBOOK ,4,2011-08-14 15:39:00,0.85,15376.0,United Kingdom
563230,21175,GIN + TONIC DIET METAL SIGN,2,2011-08-14 15:39:00,2.55,15376.0,United Kingdom
563230,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-08-14 15:39:00,1.95,15376.0,United Kingdom
563230,21156,RETROSPOT CHILDRENS APRON,2,2011-08-14 15:39:00,1.95,15376.0,United Kingdom
563231,22766,PHOTO FRAME CORNICE,2,2011-08-14 15:42:00,2.95,14658.0,United Kingdom
563238,22677,FRENCH BLUE METAL DOOR SIGN 2,10,2011-08-15 09:59:00,1.25,15093.0,United Kingdom
563238,22679,FRENCH BLUE METAL DOOR SIGN 4,10,2011-08-15 09:59:00,1.25,15093.0,United Kingdom
563241,22050,PINK PAISLEY ROSE GIFT WRAP,50,2011-08-15 10:22:00,0.42,12758.0,Portugal
563242,21533,RETROSPOT LARGE MILK JUG,12,2011-08-15 10:28:00,4.25,17173.0,United Kingdom
563242,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",12,2011-08-15 10:28:00,4.25,17173.0,United Kingdom
563245,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-08-15 10:53:00,2.08,16272.0,United Kingdom
563248,21976,PACK OF 60 MUSHROOM CAKE CASES,3,2011-08-15 11:30:00,0.55,14702.0,United Kingdom
563250,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-08-15 11:38:00,3.75,15624.0,United Kingdom
563253,22440,BALLOON WATER BOMB PACK OF 35,1,2011-08-15 12:04:00,0.42,15218.0,United Kingdom
563255,20675,BLUE POLKADOT BOWL,4,2011-08-15 12:07:00,1.25,14527.0,United Kingdom
563256,84920,PINK FLOWER FABRIC PONY,4,2011-08-15 12:07:00,3.75,18143.0,United Kingdom
563259,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,12,2011-08-15 12:19:00,4.25,17958.0,United Kingdom
563262,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-08-15 12:44:00,0.83,15311.0,United Kingdom
563328,21467,CHERRY CROCHET FOOD COVER,1,2011-08-15 13:07:00,3.75,14606.0,United Kingdom
563328,21556,CERAMIC STRAWBERRY MONEY BOX,1,2011-08-15 13:07:00,2.55,14606.0,United Kingdom
563345,POST,POSTAGE,2,2011-08-15 13:22:00,18.0,12619.0,Germany
563345,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,6,2011-08-15 13:22:00,2.55,12619.0,Germany
563348,21871,SAVE THE PLANET MUG,12,2011-08-15 13:48:00,1.25,13078.0,United Kingdom
563349,85099F,JUMBO BAG STRAWBERRY,1,2011-08-15 13:51:00,2.08,14623.0,United Kingdom
563350,22386,JUMBO BAG PINK POLKADOT,2,2011-08-15 14:10:00,2.08,14498.0,United Kingdom
563350,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-08-15 14:10:00,2.08,14498.0,United Kingdom
563351,22847,BREAD BIN DINER STYLE IVORY,15,2011-08-15 14:17:00,14.95,16902.0,United Kingdom
563351,22681,FRENCH BLUE METAL DOOR SIGN 6,20,2011-08-15 14:17:00,1.25,16902.0,United Kingdom
563352,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,2011-08-15 14:32:00,3.75,15706.0,United Kingdom
563352,21790,VINTAGE SNAP CARDS,12,2011-08-15 14:32:00,0.85,15706.0,United Kingdom
563353,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-08-15 14:32:00,9.95,15480.0,Malta
563353,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-15 14:32:00,1.25,15480.0,Malta
563354,84519B,CARROT CHARLIE+LOLA COASTER SET,3,2011-08-15 14:35:00,1.25,15271.0,United Kingdom
563354,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-08-15 14:35:00,0.55,15271.0,United Kingdom
563360,21259,VICTORIAN SEWING BOX SMALL ,2,2011-08-15 15:06:00,5.95,15023.0,United Kingdom
563360,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-08-15 15:06:00,2.95,15023.0,United Kingdom
563360,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-15 15:06:00,2.55,15023.0,United Kingdom
563366,22090,PAPER BUNTING RETROSPOT,6,2011-08-16 08:52:00,2.95,15373.0,United Kingdom
563369,35651,VINTAGE BEAD PINK SCARF ,12,2011-08-16 09:25:00,1.65,13394.0,United Kingdom
563376,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-08-16 10:36:00,1.65,15752.0,United Kingdom
563377,21558,SKULL LUNCH BOX WITH CUTLERY ,3,2011-08-16 10:44:00,2.55,15002.0,United Kingdom
563404,23292,SPACEBOY CHILDRENS CUP,48,2011-08-16 11:04:00,1.25,16303.0,United Kingdom
563404,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-08-16 11:04:00,2.08,16303.0,United Kingdom
563404,23291,DOLLY GIRL CHILDRENS CUP,48,2011-08-16 11:04:00,1.25,16303.0,United Kingdom
563404,22385,JUMBO BAG SPACEBOY DESIGN,20,2011-08-16 11:04:00,2.08,16303.0,United Kingdom
563425,23320,GIANT 50'S CHRISTMAS CRACKER,24,2011-08-16 11:37:00,2.89,15140.0,United Kingdom
563425,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-08-16 11:37:00,0.83,15140.0,United Kingdom
563428,16161P,WRAP ENGLISH ROSE ,25,2011-08-16 11:44:00,0.42,13159.0,United Kingdom
563432,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-08-16 12:12:00,2.95,16713.0,United Kingdom
563432,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-16 12:12:00,1.25,16713.0,United Kingdom
563432,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-08-16 12:12:00,8.5,16713.0,United Kingdom
563434,22491,PACK OF 12 COLOURED PENCILS,12,2011-08-16 12:21:00,0.85,14057.0,United Kingdom
563435,22219,LOVEBIRD HANGING DECORATION WHITE ,48,2011-08-16 12:29:00,0.85,16131.0,United Kingdom
563439,23168,CLASSIC CAFE SUGAR DISPENSER,2,2011-08-16 13:05:00,3.29,,United Kingdom
563441,84924A,WAKE UP COCKEREL CALENDAR SIGN ,2,2011-08-16 13:13:00,3.75,13140.0,United Kingdom
563441,23093,SMALL PARISIENNE HEART PHOTO FRAME ,4,2011-08-16 13:13:00,2.49,13140.0,United Kingdom
563442,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-16 13:25:00,4.95,17637.0,United Kingdom
563443,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-08-16 13:26:00,1.65,12641.0,Sweden
563444,85176,SEWING SUSAN 21 NEEDLE SET,4,2011-08-16 13:50:00,0.85,16033.0,United Kingdom
563444,22384,LUNCH BAG PINK POLKADOT,6,2011-08-16 13:50:00,1.65,16033.0,United Kingdom
C563446,POST,POSTAGE,-1,2011-08-16 14:24:00,4.41,15205.0,United Kingdom
563448,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-08-16 14:28:00,0.42,15220.0,United Kingdom
563450,48185,DOORMAT FAIRY CAKE,6,2011-08-16 14:33:00,7.95,16523.0,United Kingdom
563450,48184,DOORMAT ENGLISH ROSE ,6,2011-08-16 14:33:00,7.95,16523.0,United Kingdom
563450,22385,JUMBO BAG SPACEBOY DESIGN,20,2011-08-16 14:33:00,2.08,16523.0,United Kingdom
563451,84509B,SET OF 4 FAIRY CAKE PLACEMATS,4,2011-08-16 14:34:00,3.75,18241.0,United Kingdom
563477,23203,JUMBO BAG VINTAGE DOILY ,2,2011-08-16 15:39:00,2.08,17097.0,Spain
563507,82616B,FRAPPUCINO SCARF KNITTING KIT,12,2011-08-17 10:08:00,1.25,14414.0,United Kingdom
563508,22960,JAM MAKING SET WITH JARS,6,2011-08-17 10:27:00,4.25,16133.0,United Kingdom
563509,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-08-17 10:46:00,0.55,16092.0,United Kingdom
563510,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,8,2011-08-17 10:50:00,3.75,15734.0,United Kingdom
563533,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-17 11:14:00,1.65,16241.0,United Kingdom
563533,20869,GOLD FABRIC MIRROR,4,2011-08-17 11:14:00,0.39,16241.0,United Kingdom
563533,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-08-17 11:14:00,1.65,16241.0,United Kingdom
563533,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-08-17 11:14:00,0.42,16241.0,United Kingdom
563538,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-08-17 11:48:00,4.95,17841.0,United Kingdom
563538,21754,HOME BUILDING BLOCK WORD,3,2011-08-17 11:48:00,5.95,17841.0,United Kingdom
563538,20723,STRAWBERRY CHARLOTTE BAG,2,2011-08-17 11:48:00,0.85,17841.0,United Kingdom
563540,22375,AIRLINE BAG VINTAGE JET SET BROWN,4,2011-08-17 12:04:00,4.25,12473.0,Germany
563543,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-08-17 12:06:00,8.25,15039.0,United Kingdom
563546,20725,LUNCH BAG RED RETROSPOT,10,2011-08-17 12:24:00,1.65,16729.0,United Kingdom
563549,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-08-17 12:34:00,2.46,,United Kingdom
563549,22379,RECYCLING BAG RETROSPOT ,10,2011-08-17 12:34:00,4.96,,United Kingdom
563549,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-08-17 12:34:00,4.13,,United Kingdom
563549,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-08-17 12:34:00,8.29,,United Kingdom
563549,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-08-17 12:34:00,4.13,,United Kingdom
563549,15056n,EDWARDIAN PARASOL NATURAL,6,2011-08-17 12:34:00,12.46,,United Kingdom
563549,21894,POTTING SHED SEED ENVELOPES,1,2011-08-17 12:34:00,2.46,,United Kingdom
563549,22470,HEART OF WICKER LARGE,1,2011-08-17 12:34:00,5.79,,United Kingdom
563549,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-08-17 12:34:00,2.46,,United Kingdom
563549,22839,3 TIER CAKE TIN GREEN AND CREAM,2,2011-08-17 12:34:00,29.17,,United Kingdom
563550,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-08-17 12:50:00,6.25,14194.0,United Kingdom
C563553,22882,NUMBER TILE VINTAGE FONT 3,-1,2011-08-17 13:14:00,1.95,16755.0,United Kingdom
C563554,22467,GUMBALL COAT RACK,-1,2011-08-17 13:16:00,2.55,16755.0,United Kingdom
563555,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-08-17 13:21:00,3.75,16755.0,United Kingdom
563555,23189,SET OF 12 FORK CANDLES,2,2011-08-17 13:21:00,2.89,16755.0,United Kingdom
563557,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-08-17 13:33:00,0.85,15786.0,United Kingdom
563557,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-08-17 13:33:00,0.85,15786.0,United Kingdom
563557,23029,DRAWER KNOB CRACKLE GLAZE GREEN,24,2011-08-17 13:33:00,1.65,15786.0,United Kingdom
563557,22080,RIBBON REEL POLKADOTS ,10,2011-08-17 13:33:00,1.65,15786.0,United Kingdom
563557,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2011-08-17 13:33:00,7.9,15786.0,United Kingdom
563557,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-17 13:33:00,1.65,15786.0,United Kingdom
563557,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-08-17 13:33:00,1.45,15786.0,United Kingdom
563557,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-08-17 13:33:00,4.15,15786.0,United Kingdom
563557,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-08-17 13:33:00,6.75,15786.0,United Kingdom
563557,21670,BLUE SPOT CERAMIC DRAWER KNOB,24,2011-08-17 13:33:00,1.25,15786.0,United Kingdom
563557,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-17 13:33:00,0.55,15786.0,United Kingdom
563565,72741,GRAND CHOCOLATECANDLE,9,2011-08-17 14:22:00,1.45,17338.0,United Kingdom
563565,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2011-08-17 14:22:00,4.25,17338.0,United Kingdom
563565,22271,FELTCRAFT DOLL ROSIE,2,2011-08-17 14:22:00,2.95,17338.0,United Kingdom
563565,23132,SMALL IVORY HEART WALL ORGANISER,2,2011-08-17 14:22:00,5.75,17338.0,United Kingdom
563565,51014C,"FEATHER PEN,COAL BLACK",12,2011-08-17 14:22:00,0.39,17338.0,United Kingdom
563567,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-08-17 14:44:00,1.25,13004.0,United Kingdom
563567,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-08-17 14:44:00,2.95,13004.0,United Kingdom
563567,23035,DRAWER KNOB CERAMIC IVORY,6,2011-08-17 14:44:00,1.45,13004.0,United Kingdom
563567,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-17 14:44:00,1.25,13004.0,United Kingdom
563569,23236,STORAGE TIN VINTAGE DOILY ,6,2011-08-17 14:47:00,2.89,18257.0,United Kingdom
563569,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-08-17 14:47:00,6.25,18257.0,United Kingdom
563572,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-08-17 15:00:00,4.15,16734.0,United Kingdom
563572,23335,EGG FRYING PAN IVORY ,1,2011-08-17 15:00:00,2.08,16734.0,United Kingdom
563572,21137,BLACK RECORD COVER FRAME,1,2011-08-17 15:00:00,3.75,16734.0,United Kingdom
563578,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-08-17 15:11:00,0.85,12949.0,United Kingdom
563580,21790,VINTAGE SNAP CARDS,2,2011-08-17 15:53:00,0.85,16706.0,United Kingdom
563580,16008,SMALL FOLDING SCISSOR(POINTED EDGE),2,2011-08-17 15:53:00,0.12,16706.0,United Kingdom
563584,48187,DOORMAT NEW ENGLAND,2,2011-08-17 16:48:00,7.95,15122.0,United Kingdom
563584,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-08-17 16:48:00,2.95,15122.0,United Kingdom
C563586,22077,6 RIBBONS RUSTIC CHARM,-6,2011-08-17 17:19:00,1.65,12697.0,Sweden
563590,22993,SET OF 4 PANTRY JELLY MOULDS,236,2011-08-17 20:02:00,1.43,17450.0,United Kingdom
563590,23288,GREEN VINTAGE SPOT BEAKER,500,2011-08-17 20:02:00,1.08,17450.0,United Kingdom
